id,fullName,link,firstName,lastName,primaryNumber,birthDate,currentAge,birthCity,birthStateProvince,birthCountry,nationality,height,weight,active,alternateCaptain,captain,rookie,shootsCatches,rosterStatus,currentTeamid,currentTeamname,currentTeamlink,primaryPositioncode,primaryPositionname,primaryPositiontype,primaryPositionabbreviation
8469455,Jason Spezza,/api/v1/people/8469455,Jason,Spezza,19,1983-06-13,36,Toronto,ON,CAN,CAN,"6' 3""",216,true,false,false,false,R,Y,10,Toronto Maple Leafs,/api/v1/teams/10,C,Center,Forward,C
8469459,Mikko Koivu,/api/v1/people/8469459,Mikko,Koivu,9,1983-03-12,37,Turku,,FIN,FIN,"6' 3""",213,true,false,true,false,L,Y,30,Minnesota Wild,/api/v1/teams/30,C,Center,Forward,C
8469465,Dan Hamhuis,/api/v1/people/8469465,Dan,Hamhuis,5,1982-12-13,37,Smithers,BC,CAN,CAN,"6' 1""",204,true,false,false,false,L,Y,18,Nashville Predators,/api/v1/teams/18,D,Defenseman,Defenseman,D
8469608,Mike Smith,/api/v1/people/8469608,Mike,Smith,41,1982-03-22,37,Kingston,ON,CAN,CAN,"6' 5""",220,true,false,false,false,L,Y,22,Edmonton Oilers,/api/v1/teams/22,G,Goalie,Goalie,G
8470047,Valtteri Filppula,/api/v1/people/8470047,Valtteri,Filppula,51,1984-03-20,36,Vantaa,,FIN,FIN,"6' 0""",189,true,false,false,false,L,Y,17,Detroit Red Wings,/api/v1/teams/17,C,Center,Forward,C
8470110,Trevor Daley,/api/v1/people/8470110,Trevor,Daley,83,1983-10-09,36,Toronto,ON,CAN,CAN,"5' 11""",199,true,false,false,false,L,Y,17,Detroit Red Wings,/api/v1/teams/17,D,Defenseman,Defenseman,D
8470144,Frans Nielsen,/api/v1/people/8470144,Frans,Nielsen,81,1984-04-24,35,Herning,,DNK,DNK,"6' 1""",186,true,true,false,false,L,Y,17,Detroit Red Wings,/api/v1/teams/17,C,Center,Forward,C
8470147,Curtis McElhinney,/api/v1/people/8470147,Curtis,McElhinney,35,1983-05-23,36,London,ON,CAN,CAN,"6' 1""",204,true,false,false,false,L,Y,14,Tampa Bay Lightning,/api/v1/teams/14,G,Goalie,Goalie,G
8470151,Jay Bouwmeester,/api/v1/people/8470151,Jay,Bouwmeester,19,1983-09-27,36,Edmonton,AB,CAN,CAN,"6' 4""",206,true,false,false,false,L,Y,19,St. Louis Blues,/api/v1/teams/19,D,Defenseman,Defenseman,D
8470187,Johnny Boychuk,/api/v1/people/8470187,Johnny,Boychuk,55,1984-01-19,36,Edmonton,AB,CAN,CAN,"6' 2""",227,true,false,false,false,R,Y,2,New York Islanders,/api/v1/teams/2,D,Defenseman,Defenseman,D
8470257,Alexander Steen,/api/v1/people/8470257,Alexander,Steen,20,1984-03-01,36,Winnipeg,MB,CAN,SWE,"6' 0""",211,true,true,false,false,L,Y,19,St. Louis Blues,/api/v1/teams/19,L,Left Wing,Forward,LW
8470281,Duncan Keith,/api/v1/people/8470281,Duncan,Keith,2,1983-07-16,36,Winnipeg,MB,CAN,CAN,"6' 1""",192,true,true,false,false,L,Y,16,Chicago Blackhawks,/api/v1/teams/16,D,Defenseman,Defenseman,D
8470318,Jonathan Ericsson,/api/v1/people/8470318,Jonathan,Ericsson,52,1984-03-02,36,Karlskrona,,SWE,SWE,"6' 4""",218,true,false,false,false,L,Y,17,Detroit Red Wings,/api/v1/teams/17,D,Defenseman,Defenseman,D
8470594,Marc-Andre Fleury,/api/v1/people/8470594,Marc-Andre,Fleury,29,1984-11-28,35,Sorel,QC,CAN,CAN,"6' 2""",185,true,false,false,false,L,Y,54,Vegas Golden Knights,/api/v1/teams/54,G,Goalie,Goalie,G
8470595,Eric Staal,/api/v1/people/8470595,Eric,Staal,12,1984-10-29,35,Thunder Bay,ON,CAN,CAN,"6' 4""",206,true,false,false,false,L,Y,30,Minnesota Wild,/api/v1/teams/30,C,Center,Forward,C
8470600,Ryan Suter,/api/v1/people/8470600,Ryan,Suter,20,1985-01-21,35,Madison,WI,USA,USA,"6' 2""",206,true,true,false,false,L,Y,30,Minnesota Wild,/api/v1/teams/30,D,Defenseman,Defenseman,D
8470601,Braydon Coburn,/api/v1/people/8470601,Braydon,Coburn,55,1985-02-27,35,Shaunavon,SK,CAN,CAN,"6' 5""",223,true,false,false,false,L,Y,14,Tampa Bay Lightning,/api/v1/teams/14,D,Defenseman,Defenseman,D
8470604,Jeff Carter,/api/v1/people/8470604,Jeff,Carter,77,1985-01-01,35,London,ON,CAN,CAN,"6' 3""",219,true,true,false,false,R,Y,26,Los Angeles Kings,/api/v1/teams/26,C,Center,Forward,C
8470606,Dustin Brown,/api/v1/people/8470606,Dustin,Brown,23,1984-11-04,35,Ithaca,NY,USA,USA,"6' 0""",210,true,false,false,false,R,Y,26,Los Angeles Kings,/api/v1/teams/26,R,Right Wing,Forward,RW
8470607,Brent Seabrook,/api/v1/people/8470607,Brent,Seabrook,7,1985-04-20,34,Richmond,BC,CAN,CAN,"6' 3""",220,true,true,false,false,R,I,16,Chicago Blackhawks,/api/v1/teams/16,D,Defenseman,Defenseman,D
8470610,Zach Parise,/api/v1/people/8470610,Zach,Parise,11,1984-07-28,35,Minneapolis,MN,USA,USA,"5' 11""",195,true,true,false,false,L,Y,30,Minnesota Wild,/api/v1/teams/30,L,Left Wing,Forward,LW
8470612,Ryan Getzlaf,/api/v1/people/8470612,Ryan,Getzlaf,15,1985-05-10,34,Regina,SK,CAN,CAN,"6' 3""",228,true,false,true,false,R,Y,24,Anaheim Ducks,/api/v1/teams/24,C,Center,Forward,C
8470613,Brent Burns,/api/v1/people/8470613,Brent,Burns,88,1985-03-09,35,Barrie,ON,CAN,CAN,"6' 5""",230,true,true,false,false,R,Y,28,San Jose Sharks,/api/v1/teams/28,D,Defenseman,Defenseman,D
8470619,Brian Boyle,/api/v1/people/8470619,Brian,Boyle,9,1984-12-18,35,Hingham,MA,USA,USA,"6' 6""",245,true,false,false,false,L,Y,13,Florida Panthers,/api/v1/teams/13,C,Center,Forward,C
8470621,Corey Perry,/api/v1/people/8470621,Corey,Perry,10,1985-05-16,34,Peterborough,ON,CAN,CAN,"6' 3""",205,true,false,false,false,R,Y,25,Dallas Stars,/api/v1/teams/25,R,Right Wing,Forward,RW
8470626,Loui Eriksson,/api/v1/people/8470626,Loui,Eriksson,21,1985-07-17,34,Gothenburg,,SWE,SWE,"6' 2""",179,true,false,false,false,L,Y,23,Vancouver Canucks,/api/v1/teams/23,L,Left Wing,Forward,LW
8470638,Patrice Bergeron,/api/v1/people/8470638,Patrice,Bergeron,37,1985-07-24,34,Ancienne-Lorette,QC,CAN,CAN,"6' 1""",195,true,true,false,false,R,Y,6,Boston Bruins,/api/v1/teams/6,C,Center,Forward,C
8470642,Shea Weber,/api/v1/people/8470642,Shea,Weber,6,1985-08-14,34,Sicamous,BC,CAN,CAN,"6' 4""",230,true,false,true,false,R,Y,8,Montréal Canadiens,/api/v1/teams/8,D,Defenseman,Defenseman,D
8470645,Corey Crawford,/api/v1/people/8470645,Corey,Crawford,50,1984-12-31,35,Montreal,QC,CAN,CAN,"6' 2""",216,true,false,false,false,L,Y,16,Chicago Blackhawks,/api/v1/teams/16,G,Goalie,Goalie,G
8470655,David Backes,/api/v1/people/8470655,David,Backes,21,1984-05-01,35,Minneapolis,MN,USA,USA,"6' 3""",215,true,false,false,false,R,Y,24,Anaheim Ducks,/api/v1/teams/24,R,Right Wing,Forward,RW
8470657,Jimmy Howard,/api/v1/people/8470657,Jimmy,Howard,35,1984-03-26,35,Syracuse,NY,USA,USA,"6' 1""",218,true,false,false,false,L,Y,17,Detroit Red Wings,/api/v1/teams/17,G,Goalie,Goalie,G
8470755,Brad Richardson,/api/v1/people/8470755,Brad,Richardson,15,1985-02-04,35,Belleville,ON,CAN,CAN,"6' 0""",190,true,false,false,false,L,Y,53,Arizona Coyotes,/api/v1/teams/53,C,Center,Forward,C
8470775,Nate Thompson,/api/v1/people/8470775,Nate,Thompson,44,1984-10-05,35,Anchorage,AK,USA,USA,"6' 1""",205,true,false,false,false,L,Y,4,Philadelphia Flyers,/api/v1/teams/4,C,Center,Forward,C
8470794,Joe Pavelski,/api/v1/people/8470794,Joe,Pavelski,16,1984-07-11,35,Plover,WI,USA,USA,"5' 11""",195,true,false,false,false,R,Y,25,Dallas Stars,/api/v1/teams/25,C,Center,Forward,C
8470834,Dustin Byfuglien,/api/v1/people/8470834,Dustin,Byfuglien,33,1985-03-27,34,Roseau,MN,USA,USA,"6' 5""",260,true,true,false,false,R,Y,52,Winnipeg Jets,/api/v1/teams/52,D,Defenseman,Defenseman,D
8470860,Jaroslav Halak,/api/v1/people/8470860,Jaroslav,Halak,41,1985-05-13,34,Bratislava,,SVK,SVK,"5' 11""",185,true,false,false,false,L,Y,6,Boston Bruins,/api/v1/teams/6,G,Goalie,Goalie,G
8470880,Brian Elliott,/api/v1/people/8470880,Brian,Elliott,37,1985-04-09,34,Newmarket,ON,CAN,CAN,"6' 2""",209,true,false,false,false,L,Y,4,Philadelphia Flyers,/api/v1/teams/4,G,Goalie,Goalie,G
8470966,Mark Giordano,/api/v1/people/8470966,Mark,Giordano,5,1983-10-03,36,Toronto,ON,CAN,CAN,"6' 1""",200,true,false,true,false,L,Y,20,Calgary Flames,/api/v1/teams/20,D,Defenseman,Defenseman,D
8471214,Alex Ovechkin,/api/v1/people/8471214,Alex,Ovechkin,8,1985-09-17,34,Moscow,,RUS,RUS,"6' 3""",236,true,false,true,false,R,Y,15,Washington Capitals,/api/v1/teams/15,L,Left Wing,Forward,LW
8471215,Evgeni Malkin,/api/v1/people/8471215,Evgeni,Malkin,71,1986-07-31,33,Magnitogorsk,,RUS,RUS,"6' 3""",195,true,true,false,false,L,Y,5,Pittsburgh Penguins,/api/v1/teams/5,C,Center,Forward,C
8471217,Andrew Ladd,/api/v1/people/8471217,Andrew,Ladd,16,1985-12-12,34,Maple Ridge,BC,CAN,CAN,"6' 3""",192,true,false,false,false,L,Y,2,New York Islanders,/api/v1/teams/2,L,Left Wing,Forward,LW
8471218,Blake Wheeler,/api/v1/people/8471218,Blake,Wheeler,26,1986-08-31,33,Plymouth,MN,USA,USA,"6' 5""",225,true,false,true,false,R,Y,52,Winnipeg Jets,/api/v1/teams/52,R,Right Wing,Forward,RW
8471227,Devan Dubnyk,/api/v1/people/8471227,Devan,Dubnyk,40,1986-05-04,33,Regina,SK,CAN,CAN,"6' 6""",224,true,false,false,false,L,Y,30,Minnesota Wild,/api/v1/teams/30,G,Goalie,Goalie,G
8471228,Alexander Radulov,/api/v1/people/8471228,Alexander,Radulov,47,1986-07-05,33,Nizhny Tagil,,RUS,RUS,"6' 1""",205,true,false,false,false,L,Y,25,Dallas Stars,/api/v1/teams/25,R,Right Wing,Forward,RW
8471233,Travis Zajac,/api/v1/people/8471233,Travis,Zajac,19,1985-05-13,34,Winnipeg,MB,CAN,CAN,"6' 2""",185,true,true,false,false,R,Y,1,New Jersey Devils,/api/v1/teams/1,C,Center,Forward,C
8471239,Cory Schneider,/api/v1/people/8471239,Cory,Schneider,35,1986-03-18,34,Marblehead,MA,USA,USA,"6' 3""",200,true,false,false,false,L,Y,1,New Jersey Devils,/api/v1/teams/1,G,Goalie,Goalie,G
8471242,Mike Green,/api/v1/people/8471242,Mike,Green,27,1985-10-12,34,Calgary,AB,CAN,CAN,"6' 1""",210,true,false,false,false,R,Y,22,Edmonton Oilers,/api/v1/teams/22,D,Defenseman,Defenseman,D
8471260,Blake Comeau,/api/v1/people/8471260,Blake,Comeau,15,1986-02-18,34,Meadow Lake,SK,CAN,CAN,"6' 1""",200,true,false,false,false,R,Y,25,Dallas Stars,/api/v1/teams/25,L,Left Wing,Forward,LW
8471262,Carl Soderberg,/api/v1/people/8471262,Carl,Soderberg,34,1985-10-12,34,Malmö,,SWE,SWE,"6' 3""",210,true,false,false,false,L,Y,53,Arizona Coyotes,/api/v1/teams/53,C,Center,Forward,C
8471273,Brandon Dubinsky,/api/v1/people/8471273,Brandon,Dubinsky,17,1986-04-29,33,Anchorage,AK,USA,USA,"6' 2""",208,true,false,false,false,L,I,29,Columbus Blue Jackets,/api/v1/teams/29,C,Center,Forward,C
8471274,Alex Goligoski,/api/v1/people/8471274,Alex,Goligoski,33,1985-07-30,34,Grand Rapids,MN,USA,USA,"5' 11""",185,true,false,false,false,L,Y,53,Arizona Coyotes,/api/v1/teams/53,D,Defenseman,Defenseman,D
8471276,David Krejci,/api/v1/people/8471276,David,Krejci,46,1986-04-28,33,Sternberk,,CZE,CZE,"6' 0""",188,true,true,false,false,R,Y,6,Boston Bruins,/api/v1/teams/6,C,Center,Forward,C
8471284,Andrej Sekera,/api/v1/people/8471284,Andrej,Sekera,5,1986-06-08,33,Bojnice,,SVK,SVK,"6' 0""",195,true,false,false,false,L,Y,25,Dallas Stars,/api/v1/teams/25,D,Defenseman,Defenseman,D
8471303,Alexander Edler,/api/v1/people/8471303,Alexander,Edler,23,1986-04-21,33,Ostersund,,SWE,SWE,"6' 3""",212,true,false,false,false,L,Y,23,Vancouver Canucks,/api/v1/teams/23,D,Defenseman,Defenseman,D
8471306,Thomas Greiss,/api/v1/people/8471306,Thomas,Greiss,1,1986-01-29,34,Fussen,,DEU,DEU,"6' 2""",232,true,false,false,false,L,Y,2,New York Islanders,/api/v1/teams/2,G,Goalie,Goalie,G
8471392,Roman Polak,/api/v1/people/8471392,Roman,Polak,45,1986-04-28,33,Ostrava,,CZE,CZE,"6' 2""",240,true,false,false,false,R,Y,25,Dallas Stars,/api/v1/teams/25,D,Defenseman,Defenseman,D
8471418,Anton Khudobin,/api/v1/people/8471418,Anton,Khudobin,35,1986-05-07,33,Ust-Kamenogorsk,,KAZ,RUS,"5' 11""",195,true,false,false,false,L,Y,25,Dallas Stars,/api/v1/teams/25,G,Goalie,Goalie,G
8471426,Troy Brouwer,/api/v1/people/8471426,Troy,Brouwer,36,1985-08-17,34,Vancouver,BC,CAN,CAN,"6' 3""",213,true,false,false,false,R,Y,19,St. Louis Blues,/api/v1/teams/19,R,Right Wing,Forward,RW
8471436,Matt Hunwick,/api/v1/people/8471436,Matt,Hunwick,48,1985-05-21,34,Warren,MI,USA,USA,"5' 11""",194,true,false,false,false,L,Y,7,Buffalo Sabres,/api/v1/teams/7,D,Defenseman,Defenseman,D
8471469,Pekka Rinne,/api/v1/people/8471469,Pekka,Rinne,35,1982-11-03,37,Kempele,,FIN,FIN,"6' 5""",217,true,false,false,false,L,Y,18,Nashville Predators,/api/v1/teams/18,G,Goalie,Goalie,G
8471669,Paul Stastny,/api/v1/people/8471669,Paul,Stastny,26,1985-12-27,34,Quebec City,QC,CAN,USA,"6' 0""",193,true,false,false,false,L,Y,54,Vegas Golden Knights,/api/v1/teams/54,C,Center,Forward,C
8471675,Sidney Crosby,/api/v1/people/8471675,Sidney,Crosby,87,1987-08-07,32,Cole Harbour,NS,CAN,CAN,"5' 11""",200,true,false,true,false,L,Y,5,Pittsburgh Penguins,/api/v1/teams/5,C,Center,Forward,C
8471676,Bobby Ryan,/api/v1/people/8471676,Bobby,Ryan,9,1987-03-17,33,Cherry Hill,NJ,USA,USA,"6' 2""",208,true,false,false,false,R,Y,9,Ottawa Senators,/api/v1/teams/9,R,Right Wing,Forward,RW
8471677,Jack Johnson,/api/v1/people/8471677,Jack,Johnson,3,1987-01-13,33,Indianapolis,IN,USA,USA,"6' 1""",227,true,false,false,false,L,Y,5,Pittsburgh Penguins,/api/v1/teams/5,D,Defenseman,Defenseman,D
8471679,Carey Price,/api/v1/people/8471679,Carey,Price,31,1987-08-16,32,Anahim Lake,BC,CAN,CAN,"6' 3""",217,true,false,false,false,L,Y,8,Montréal Canadiens,/api/v1/teams/8,G,Goalie,Goalie,G
8471685,Anze Kopitar,/api/v1/people/8471685,Anze,Kopitar,11,1987-08-24,32,Jesenice,,SVN,SVN,"6' 3""",225,true,false,true,false,L,Y,26,Los Angeles Kings,/api/v1/teams/26,C,Center,Forward,C
8471686,Marc Staal,/api/v1/people/8471686,Marc,Staal,18,1987-01-13,33,Thunder Bay,ON,CAN,CAN,"6' 4""",209,true,true,false,false,L,Y,3,New York Rangers,/api/v1/teams/3,D,Defenseman,Defenseman,D
8471691,Martin Hanzal,/api/v1/people/8471691,Martin,Hanzal,40,1987-02-20,33,Pisek,,CZE,CZE,"6' 6""",230,true,false,false,false,L,I,25,Dallas Stars,/api/v1/teams/25,C,Center,Forward,C
8471695,Tuukka Rask,/api/v1/people/8471695,Tuukka,Rask,40,1987-03-10,33,Savonlinna,,FIN,FIN,"6' 3""",176,true,false,false,false,L,Y,6,Boston Bruins,/api/v1/teams/6,G,Goalie,Goalie,G
8471698,T.J. Oshie,/api/v1/people/8471698,T.J.,Oshie,77,1986-12-23,33,Everett,WA,USA,USA,"6' 0""",195,true,false,false,false,R,Y,15,Washington Capitals,/api/v1/teams/15,R,Right Wing,Forward,RW
8471699,Andrew Cogliano,/api/v1/people/8471699,Andrew,Cogliano,11,1987-06-14,32,Toronto,ON,CAN,CAN,"5' 10""",175,true,false,false,false,L,Y,25,Dallas Stars,/api/v1/teams/25,C,Center,Forward,C
8471702,Matt Niskanen,/api/v1/people/8471702,Matt,Niskanen,15,1986-12-06,33,Virginia,MN,USA,USA,"6' 1""",203,true,false,false,false,R,Y,4,Philadelphia Flyers,/api/v1/teams/4,D,Defenseman,Defenseman,D
8471707,James Neal,/api/v1/people/8471707,James,Neal,18,1987-09-03,32,Whitby,ON,CAN,CAN,"6' 3""",212,true,false,false,false,L,Y,22,Edmonton Oilers,/api/v1/teams/22,L,Left Wing,Forward,LW
8471709,Marc-Edouard Vlasic,/api/v1/people/8471709,Marc-Edouard,Vlasic,44,1987-03-30,32,Montreal,QC,CAN,CAN,"6' 1""",205,true,false,false,false,L,Y,28,San Jose Sharks,/api/v1/teams/28,D,Defenseman,Defenseman,D
8471716,Justin Abdelkader,/api/v1/people/8471716,Justin,Abdelkader,8,1987-02-25,33,Muskegon,MI,USA,USA,"6' 2""",213,true,true,false,false,L,Y,17,Detroit Red Wings,/api/v1/teams/17,L,Left Wing,Forward,LW
8471724,Kris Letang,/api/v1/people/8471724,Kris,Letang,58,1987-04-24,32,Montreal,QC,CAN,CAN,"6' 0""",201,true,true,false,false,R,Y,5,Pittsburgh Penguins,/api/v1/teams/5,D,Defenseman,Defenseman,D
8471729,Kris Russell,/api/v1/people/8471729,Kris,Russell,4,1987-05-02,32,Caroline,AB,CAN,CAN,"5' 10""",170,true,false,false,false,L,Y,22,Edmonton Oilers,/api/v1/teams/22,D,Defenseman,Defenseman,D
8471734,Jonathan Quick,/api/v1/people/8471734,Jonathan,Quick,32,1986-01-21,34,Milford,CT,USA,USA,"6' 1""",216,true,false,false,false,L,Y,26,Los Angeles Kings,/api/v1/teams/26,G,Goalie,Goalie,G
8471735,Keith Yandle,/api/v1/people/8471735,Keith,Yandle,3,1986-09-09,33,Boston,MA,USA,USA,"6' 1""",192,true,true,false,false,L,Y,13,Florida Panthers,/api/v1/teams/13,D,Defenseman,Defenseman,D
8471743,Vladimir Sobotka,/api/v1/people/8471743,Vladimir,Sobotka,17,1987-07-02,32,Trebic,,CZE,CZE,"5' 11""",191,true,false,false,false,L,I,7,Buffalo Sabres,/api/v1/teams/7,C,Center,Forward,C
8471750,Ben Bishop,/api/v1/people/8471750,Ben,Bishop,30,1986-11-21,33,Denver,CO,USA,USA,"6' 7""",210,true,false,false,false,L,Y,25,Dallas Stars,/api/v1/teams/25,G,Goalie,Goalie,G
8471769,Niklas Hjalmarsson,/api/v1/people/8471769,Niklas,Hjalmarsson,4,1987-06-06,32,Eksjo,,SWE,SWE,"6' 3""",197,true,true,false,false,L,Y,53,Arizona Coyotes,/api/v1/teams/53,D,Defenseman,Defenseman,D
8471774,Alex Stalock,/api/v1/people/8471774,Alex,Stalock,32,1987-07-28,32,St. Paul,MN,USA,USA,"6' 0""",200,true,false,false,false,L,Y,30,Minnesota Wild,/api/v1/teams/30,G,Goalie,Goalie,G
8471794,Darren Helm,/api/v1/people/8471794,Darren,Helm,43,1987-01-21,33,St. Andrews,MB,CAN,CAN,"6' 0""",192,true,false,false,false,L,Y,17,Detroit Red Wings,/api/v1/teams/17,L,Left Wing,Forward,LW
8471804,Nathan Gerbe,/api/v1/people/8471804,Nathan,Gerbe,24,1987-07-24,32,Oxford,MI,USA,USA,"5' 4""",169,true,false,false,false,L,Y,29,Columbus Blue Jackets,/api/v1/teams/29,C,Center,Forward,C
8471817,Ryan Reaves,/api/v1/people/8471817,Ryan,Reaves,75,1987-01-20,33,Winnipeg,MB,CAN,CAN,"6' 2""",225,true,false,false,false,R,Y,54,Vegas Golden Knights,/api/v1/teams/54,R,Right Wing,Forward,RW
8471873,Anton Stralman,/api/v1/people/8471873,Anton,Stralman,6,1986-08-01,33,Tibro,,SWE,SWE,"5' 11""",186,true,false,false,false,R,Y,13,Florida Panthers,/api/v1/teams/13,D,Defenseman,Defenseman,D
8471887,Patric Hornqvist,/api/v1/people/8471887,Patric,Hornqvist,72,1987-01-01,33,Sollentuna,,SWE,SWE,"5' 11""",189,true,false,false,false,R,Y,5,Pittsburgh Penguins,/api/v1/teams/5,R,Right Wing,Forward,RW
8472382,Andy Greene,/api/v1/people/8472382,Andy,Greene,4,1982-10-30,37,Trenton,MI,USA,USA,"5' 11""",190,true,false,false,false,L,Y,2,New York Islanders,/api/v1/teams/2,D,Defenseman,Defenseman,D
8473412,Bryan Little,/api/v1/people/8473412,Bryan,Little,18,1987-11-12,32,Edmonton,AB,CAN,CAN,"6' 0""",191,true,false,false,false,R,Y,52,Winnipeg Jets,/api/v1/teams/52,C,Center,Forward,C
8473415,Alex Biega,/api/v1/people/8473415,Alex,Biega,3,1988-04-04,31,Montreal,QC,CAN,CAN,"5' 10""",199,true,false,false,false,R,Y,17,Detroit Red Wings,/api/v1/teams/17,D,Defenseman,Defenseman,D
8473419,Brad Marchand,/api/v1/people/8473419,Brad,Marchand,63,1988-05-11,31,Halifax,NS,CAN,CAN,"5' 9""",181,true,false,false,false,L,Y,6,Boston Bruins,/api/v1/teams/6,L,Left Wing,Forward,LW
8473422,Nick Foligno,/api/v1/people/8473422,Nick,Foligno,71,1987-10-31,32,Buffalo,NY,USA,USA,"6' 0""",208,true,false,true,false,L,Y,29,Columbus Blue Jackets,/api/v1/teams/29,L,Left Wing,Forward,LW
8473446,Erik Johnson,/api/v1/people/8473446,Erik,Johnson,6,1988-03-21,32,Bloomington,MN,USA,USA,"6' 4""",225,true,true,false,false,R,Y,21,Colorado Avalanche,/api/v1/teams/21,D,Defenseman,Defenseman,D
8473449,Kyle Okposo,/api/v1/people/8473449,Kyle,Okposo,21,1988-04-16,31,St. Paul,MN,USA,USA,"6' 0""",216,true,false,false,false,R,Y,7,Buffalo Sabres,/api/v1/teams/7,R,Right Wing,Forward,RW
8473453,Trevor Lewis,/api/v1/people/8473453,Trevor,Lewis,22,1987-01-08,33,Salt Lake City,UT,USA,USA,"6' 1""",202,true,false,false,false,R,Y,26,Los Angeles Kings,/api/v1/teams/26,C,Center,Forward,C
8473463,Leo Komarov,/api/v1/people/8473463,Leo,Komarov,47,1987-01-23,33,Narva,,EST,FIN,"5' 11""",209,true,false,false,false,L,Y,2,New York Islanders,/api/v1/teams/2,R,Right Wing,Forward,RW
8473473,Milan Lucic,/api/v1/people/8473473,Milan,Lucic,17,1988-06-07,31,Vancouver,BC,CAN,CAN,"6' 3""",231,true,false,false,false,L,Y,20,Calgary Flames,/api/v1/teams/20,L,Left Wing,Forward,LW
8473485,Chris Stewart,/api/v1/people/8473485,Chris,Stewart,44,1987-10-30,32,Toronto,ON,CAN,CAN,"6' 2""",242,true,false,false,false,R,Y,4,Philadelphia Flyers,/api/v1/teams/4,R,Right Wing,Forward,RW
8473503,James Reimer,/api/v1/people/8473503,James,Reimer,47,1988-03-15,32,Morweena,MB,CAN,CAN,"6' 2""",220,true,false,false,false,L,Y,12,Carolina Hurricanes,/api/v1/teams/12,G,Goalie,Goalie,G
8473504,Cal Clutterbuck,/api/v1/people/8473504,Cal,Clutterbuck,15,1987-11-18,32,Welland,ON,CAN,CAN,"5' 11""",216,true,false,false,false,R,Y,2,New York Islanders,/api/v1/teams/2,R,Right Wing,Forward,RW
8473507,Jeff Petry,/api/v1/people/8473507,Jeff,Petry,26,1987-12-09,32,Ann Arbor,MI,USA,USA,"6' 3""",201,true,false,false,false,R,Y,8,Montréal Canadiens,/api/v1/teams/8,D,Defenseman,Defenseman,D
8473512,Claude Giroux,/api/v1/people/8473512,Claude,Giroux,28,1988-01-12,32,Hearst,ON,CAN,CAN,"5' 11""",185,true,false,true,false,R,Y,4,Philadelphia Flyers,/api/v1/teams/4,C,Center,Forward,C
8473533,Jordan Staal,/api/v1/people/8473533,Jordan,Staal,11,1988-09-10,31,Thunder Bay,ON,CAN,CAN,"6' 4""",220,true,false,true,false,L,Y,12,Carolina Hurricanes,/api/v1/teams/12,C,Center,Forward,C
